FileIndex,Category
8287,MCCAIN_PRIMARY2008
8288,CLINTON_PRIMARY2008
8289,CLINTON_PRIMARY2008
8290,CLINTON_PRIMARY2008
8291,CLINTON_PRIMARY2008
8292,CLINTON_PRIMARY2008
8293,CLINTON_PRIMARY2008
8294,CLINTON_PRIMARY2008
8295,OBAMA_PRIMARY2008
8296,CLINTON_PRIMARY2008
8297,CLINTON_PRIMARY2008
8298,OBAMA_PRIMARY2008
8299,CLINTON_PRIMARY2008
8300,CLINTON_PRIMARY2008
8301,MCCAIN_PRIMARY2008
8302,CLINTON_PRIMARY2008
8303,MCCAIN_PRIMARY2008
8304,OBAMA_PRIMARY2008
8305,CLINTON_PRIMARY2008
8306,CLINTON_PRIMARY2008
8307,OBAMA_PRIMARY2008
8308,CLINTON_PRIMARY2008
8309,CLINTON_PRIMARY2008
8310,CLINTON_PRIMARY2008
8311,OBAMA_PRIMARY2008
8312,RICHARDSON_PRIMARY2008
8313,CLINTON_PRIMARY2008
8314,MCCAIN_PRIMARY2008
8315,CLINTON_PRIMARY2008
8316,OBAMA_PRIMARY2008
8317,MCCAIN_PRIMARY2008
8318,MCCAIN_PRIMARY2008
8319,CLINTON_PRIMARY2008
8320,MCCAIN_PRIMARY2008
8321,GINGRICH_PRIMARY2012
8322,MCCAIN_PRIMARY2008
8323,OBAMA_PRIMARY2008
8324,RICHARDSON_PRIMARY2008
8325,CLINTON_PRIMARY2008
8326,OBAMA_PRIMARY2008
8327,CLINTON_PRIMARY2008
8328,CLINTON_PRIMARY2008
8329,CLINTON_PRIMARY2008
8330,CLINTON_PRIMARY2008
8331,OBAMA_PRIMARY2008
8332,MCCAIN_PRIMARY2008
8333,CLINTON_PRIMARY2008
8334,CLINTON_PRIMARY2008
8335,MCCAIN_PRIMARY2008
8336,MCCAIN_PRIMARY2008
8337,CLINTON_PRIMARY2008
8338,CLINTON_PRIMARY2008
8339,MCCAIN_PRIMARY2008
8340,RICHARDSON_PRIMARY2008
8341,CLINTON_PRIMARY2008
8342,MCCAIN_PRIMARY2008
8343,GINGRICH_PRIMARY2012
8344,CLINTON_PRIMARY2008
8345,GIULIANI_PRIMARY2008
8346,CLINTON_PRIMARY2008
8347,CLINTON_PRIMARY2008
8348,CLINTON_PRIMARY2008
8349,CLINTON_PRIMARY2008
8350,CLINTON_PRIMARY2008
8351,MCCAIN_PRIMARY2008
8352,RICHARDSON_PRIMARY2008
8353,CLINTON_PRIMARY2008
8354,RICHARDSON_PRIMARY2008
8355,CLINTON_PRIMARY2008
8356,MCCAIN_PRIMARY2008
8357,MCCAIN_PRIMARY2008
8358,CLINTON_PRIMARY2008
8359,MCCAIN_PRIMARY2008
8360,CLINTON_PRIMARY2008
8361,MCCAIN_PRIMARY2008
8362,CLINTON_PRIMARY2008
8363,CLINTON_PRIMARY2008
8364,CLINTON_PRIMARY2008
8365,OBAMA_PRIMARY2008
8366,MCCAIN_PRIMARY2008
8367,CLINTON_PRIMARY2008
8368,OBAMA_PRIMARY2008
8369,CLINTON_PRIMARY2008
8370,OBAMA_PRIMARY2008
8371,CLINTON_PRIMARY2008
8372,CLINTON_PRIMARY2008
8373,OBAMA_PRIMARY2008
8374,CLINTON_PRIMARY2008
8375,CLINTON_PRIMARY2008
8376,MCCAIN_PRIMARY2008
8377,CLINTON_PRIMARY2008
8378,CLINTON_PRIMARY2008
8379,CLINTON_PRIMARY2008
8380,CLINTON_PRIMARY2008
8381,OBAMA_PRIMARY2008
8382,MCCAIN_PRIMARY2008
8383,MCCAIN_PRIMARY2008
8384,CLINTON_PRIMARY2008
8385,CLINTON_PRIMARY2008
8386,OBAMA_PRIMARY2008
8387,CLINTON_PRIMARY2008
8388,CLINTON_PRIMARY2008
8389,CLINTON_PRIMARY2008
8390,OBAMA_PRIMARY2008
8391,CLINTON_PRIMARY2008
8392,MCCAIN_PRIMARY2008
8393,OBAMA_PRIMARY2008
8394,CLINTON_PRIMARY2008
8395,MCCAIN_PRIMARY2008
8396,OBAMA_PRIMARY2008
8397,OBAMA_PRIMARY2008
8398,CLINTON_PRIMARY2008
8399,GIULIANI_PRIMARY2008
8400,OBAMA_PRIMARY2008
8401,CLINTON_PRIMARY2008
8402,ROMNEY_PRIMARY2012
8403,CLINTON_PRIMARY2008
8404,RICHARDSON_PRIMARY2008
8405,CLINTON_PRIMARY2008
8406,MCCAIN_PRIMARY2008
8407,CLINTON_PRIMARY2008
8408,MCCAIN_PRIMARY2008
8409,OBAMA_PRIMARY2008
8410,CLINTON_PRIMARY2008
8411,OBAMA_PRIMARY2008
8412,RICHARDSON_PRIMARY2008
8413,OBAMA_PRIMARY2008
8414,CLINTON_PRIMARY2008
8415,CLINTON_PRIMARY2008
8416,CLINTON_PRIMARY2008
8417,OBAMA_PRIMARY2008
8418,RICHARDSON_PRIMARY2008
8419,OBAMA_PRIMARY2008
8420,CLINTON_PRIMARY2008
8421,CLINTON_PRIMARY2008
8422,CLINTON_PRIMARY2008
8423,GINGRICH_PRIMARY2012
8424,OBAMA_PRIMARY2008
8425,OBAMA_PRIMARY2008
8426,MCCAIN_PRIMARY2008
8427,CLINTON_PRIMARY2008
8428,OBAMA_PRIMARY2008
8429,CLINTON_PRIMARY2008
8430,CLINTON_PRIMARY2008
8431,CLINTON_PRIMARY2008
8432,ROMNEY_PRIMARY2012
8433,CLINTON_PRIMARY2008
8434,OBAMA_PRIMARY2008
8435,CLINTON_PRIMARY2008
8436,CLINTON_PRIMARY2008
8437,OBAMA_PRIMARY2008
8438,OBAMA_PRIMARY2008
8439,EDWARDS_PRIMARY2008
8440,CLINTON_PRIMARY2008
8441,CLINTON_PRIMARY2008
8442,GIULIANI_PRIMARY2008
8443,CLINTON_PRIMARY2008
8444,CLINTON_PRIMARY2008
8445,OBAMA_PRIMARY2008
8446,CLINTON_PRIMARY2008
8447,CLINTON_PRIMARY2008
8448,CLINTON_PRIMARY2008
8449,CLINTON_PRIMARY2008
8450,MCCAIN_PRIMARY2008
8451,OBAMA_PRIMARY2008
8452,OBAMA_PRIMARY2008
8453,CLINTON_PRIMARY2008
8454,OBAMA_PRIMARY2008
8455,CLINTON_PRIMARY2008
8456,CLINTON_PRIMARY2008
8457,THOMPSON_PRIMARY2008
8458,CLINTON_PRIMARY2008
8459,CLINTON_PRIMARY2008
8460,CLINTON_PRIMARY2008
8461,OBAMA_PRIMARY2008
8462,CLINTON_PRIMARY2008
8463,CLINTON_PRIMARY2008
8464,RICHARDSON_PRIMARY2008
8465,RICHARDSON_PRIMARY2008
8466,CLINTON_PRIMARY2008
8467,CLINTON_PRIMARY2008
8468,CLINTON_PRIMARY2008
8469,OBAMA_PRIMARY2008
8470,CLINTON_PRIMARY2008
8471,RICHARDSON_PRIMARY2008
8472,OBAMA_PRIMARY2008
8473,MCCAIN_PRIMARY2008
8474,CLINTON_PRIMARY2008
8475,CLINTON_PRIMARY2008
8476,CLINTON_PRIMARY2008
8477,CLINTON_PRIMARY2008
8478,GINGRICH_PRIMARY2012
8479,OBAMA_PRIMARY2008
8480,GIULIANI_PRIMARY2008
8481,CLINTON_PRIMARY2008
8482,CLINTON_PRIMARY2008
8483,OBAMA_PRIMARY2008
8484,CLINTON_PRIMARY2008
8485,OBAMA_PRIMARY2008
8486,MCCAIN_PRIMARY2008
8487,CLINTON_PRIMARY2008
8488,OBAMA_PRIMARY2008
8489,CLINTON_PRIMARY2008
8490,CLINTON_PRIMARY2008
8491,CLINTON_PRIMARY2008
8492,MCCAIN_PRIMARY2008
8493,CLINTON_PRIMARY2008
8494,CLINTON_PRIMARY2008
8495,MCCAIN_PRIMARY2008
8496,CLINTON_PRIMARY2008
8497,CLINTON_PRIMARY2008
8498,CLINTON_PRIMARY2008
8499,RICHARDSON_PRIMARY2008
8500,OBAMA_PRIMARY2008
8501,MCCAIN_PRIMARY2008
8502,MCCAIN_PRIMARY2008
8503,CLINTON_PRIMARY2008
8504,CLINTON_PRIMARY2008
8505,OBAMA_PRIMARY2008
8506,MCCAIN_PRIMARY2008
8507,CLINTON_PRIMARY2008
8508,RICHARDSON_PRIMARY2008
8509,OBAMA_PRIMARY2008
8510,CLINTON_PRIMARY2008
8511,CLINTON_PRIMARY2008
8512,OBAMA_PRIMARY2008
8513,MCCAIN_PRIMARY2008
8514,OBAMA_PRIMARY2008
8515,RICHARDSON_PRIMARY2008
8516,CLINTON_PRIMARY2008
8517,OBAMA_PRIMARY2008
8518,CLINTON_PRIMARY2008
8519,CLINTON_PRIMARY2008
8520,CLINTON_PRIMARY2008
8521,CLINTON_PRIMARY2008
8522,MCCAIN_PRIMARY2008
8523,MCCAIN_PRIMARY2008
8524,CLINTON_PRIMARY2008
8525,CLINTON_PRIMARY2008
8526,CLINTON_PRIMARY2008
8527,RICHARDSON_PRIMARY2008
8528,RICHARDSON_PRIMARY2008
8529,MCCAIN_PRIMARY2008
8530,OBAMA_PRIMARY2008
8531,OBAMA_PRIMARY2008
8532,MCCAIN_PRIMARY2008
8533,EDWARDS_PRIMARY2008
8534,MCCAIN_PRIMARY2008
8535,CLINTON_PRIMARY2008
8536,OBAMA_PRIMARY2008
8537,MCCAIN_PRIMARY2008
8538,OBAMA_PRIMARY2008
8539,MCCAIN_PRIMARY2008
8540,CLINTON_PRIMARY2008
8541,CLINTON_PRIMARY2008
8542,CLINTON_PRIMARY2008
8543,RICHARDSON_PRIMARY2008
8544,CLINTON_PRIMARY2008
8545,CLINTON_PRIMARY2008
8546,OBAMA_PRIMARY2008
8547,CLINTON_PRIMARY2008
8548,GIULIANI_PRIMARY2008
8549,CLINTON_PRIMARY2008
8550,CLINTON_PRIMARY2008
8551,MCCAIN_PRIMARY2008
8552,CLINTON_PRIMARY2008
8553,CLINTON_PRIMARY2008
8554,CLINTON_PRIMARY2008
8555,GIULIANI_PRIMARY2008
8556,OBAMA_PRIMARY2008
8557,GIULIANI_PRIMARY2008
8558,MCCAIN_PRIMARY2008
8559,OBAMA_PRIMARY2008
8560,MCCAIN_PRIMARY2008
8561,RICHARDSON_PRIMARY2008
8562,MCCAIN_PRIMARY2008
8563,CLINTON_PRIMARY2008
8564,OBAMA_PRIMARY2008
8565,MCCAIN_PRIMARY2008
8566,CLINTON_PRIMARY2008
8567,CLINTON_PRIMARY2008
8568,CLINTON_PRIMARY2008
8569,CLINTON_PRIMARY2008
8570,CLINTON_PRIMARY2008
8571,MCCAIN_PRIMARY2008
8572,CLINTON_PRIMARY2008
8573,OBAMA_PRIMARY2008
8574,CLINTON_PRIMARY2008
8575,CLINTON_PRIMARY2008
8576,MCCAIN_PRIMARY2008
8577,CLINTON_PRIMARY2008
8578,CLINTON_PRIMARY2008
8579,CLINTON_PRIMARY2008
8580,CLINTON_PRIMARY2008
8581,MCCAIN_PRIMARY2008
8582,CLINTON_PRIMARY2008
8583,CLINTON_PRIMARY2008
8584,CLINTON_PRIMARY2008
8585,OBAMA_PRIMARY2008
8586,OBAMA_PRIMARY2008
8587,CLINTON_PRIMARY2008
8588,CLINTON_PRIMARY2008
8589,CLINTON_PRIMARY2008
8590,MCCAIN_PRIMARY2008
8591,CLINTON_PRIMARY2008
8592,CLINTON_PRIMARY2008
8593,CLINTON_PRIMARY2008
8594,CLINTON_PRIMARY2008
8595,CLINTON_PRIMARY2008
8596,MCCAIN_PRIMARY2008
8597,OBAMA_PRIMARY2008
8598,CLINTON_PRIMARY2008
8599,RICHARDSON_PRIMARY2008
8600,MCCAIN_PRIMARY2008
8601,CLINTON_PRIMARY2008
8602,OBAMA_PRIMARY2008
8603,MCCAIN_PRIMARY2008
8604,RICHARDSON_PRIMARY2008
8605,CLINTON_PRIMARY2008
8606,OBAMA_PRIMARY2008
8607,CLINTON_PRIMARY2008
8608,THOMPSON_PRIMARY2008
8609,CLINTON_PRIMARY2008
8610,OBAMA_PRIMARY2008
8611,CLINTON_PRIMARY2008
8612,CLINTON_PRIMARY2008
8613,CLINTON_PRIMARY2008
8614,CLINTON_PRIMARY2008
8615,RICHARDSON_PRIMARY2008
8616,CLINTON_PRIMARY2008
8617,CLINTON_PRIMARY2008
8618,OBAMA_PRIMARY2008
8619,CLINTON_PRIMARY2008
8620,OBAMA_PRIMARY2008
8621,RICHARDSON_PRIMARY2008
8622,OBAMA_PRIMARY2008
8623,MCCAIN_PRIMARY2008
8624,CLINTON_PRIMARY2008
8625,CLINTON_PRIMARY2008
8626,CLINTON_PRIMARY2008
8627,GIULIANI_PRIMARY2008
8628,CLINTON_PRIMARY2008
8629,OBAMA_PRIMARY2008
8630,CLINTON_PRIMARY2008
8631,MCCAIN_PRIMARY2008
8632,CLINTON_PRIMARY2008
8633,EDWARDS_PRIMARY2008
8634,RICHARDSON_PRIMARY2008
8635,CLINTON_PRIMARY2008
8636,CLINTON_PRIMARY2008
8637,CLINTON_PRIMARY2008
8638,ROMNEY_PRIMARY2012
8639,CLINTON_PRIMARY2008
8640,CLINTON_PRIMARY2008
8641,OBAMA_PRIMARY2008
8642,CLINTON_PRIMARY2008
8643,MCCAIN_PRIMARY2008
8644,OBAMA_PRIMARY2008
8645,CLINTON_PRIMARY2008
8646,CLINTON_PRIMARY2008
8647,CLINTON_PRIMARY2008
8648,MCCAIN_PRIMARY2008
8649,CLINTON_PRIMARY2008
8650,CLINTON_PRIMARY2008
8651,OBAMA_PRIMARY2008
8652,CLINTON_PRIMARY2008
8653,CLINTON_PRIMARY2008
8654,CLINTON_PRIMARY2008
8655,CLINTON_PRIMARY2008
8656,CLINTON_PRIMARY2008
8657,EDWARDS_PRIMARY2008
8658,OBAMA_PRIMARY2008
8659,CLINTON_PRIMARY2008
8660,GINGRICH_PRIMARY2012
8661,CLINTON_PRIMARY2008
8662,CLINTON_PRIMARY2008
8663,OBAMA_PRIMARY2008
8664,CLINTON_PRIMARY2008
8665,MCCAIN_PRIMARY2008
8666,CLINTON_PRIMARY2008
8667,EDWARDS_PRIMARY2008
8668,CLINTON_PRIMARY2008
8669,CLINTON_PRIMARY2008
8670,CLINTON_PRIMARY2008
8671,CLINTON_PRIMARY2008
8672,MCCAIN_PRIMARY2008
8673,CLINTON_PRIMARY2008
8674,CLINTON_PRIMARY2008
8675,GIULIANI_PRIMARY2008
8676,OBAMA_PRIMARY2008
8677,CLINTON_PRIMARY2008
8678,CLINTON_PRIMARY2008
8679,CLINTON_PRIMARY2008
8680,MCCAIN_PRIMARY2008
8681,MCCAIN_PRIMARY2008
8682,CLINTON_PRIMARY2008
8683,CLINTON_PRIMARY2008
8684,EDWARDS_PRIMARY2008
8685,CLINTON_PRIMARY2008
8686,CLINTON_PRIMARY2008
8687,CLINTON_PRIMARY2008
8688,MCCAIN_PRIMARY2008
8689,MCCAIN_PRIMARY2008
8690,CLINTON_PRIMARY2008
8691,CLINTON_PRIMARY2008
8692,CLINTON_PRIMARY2008
8693,CLINTON_PRIMARY2008
8694,CLINTON_PRIMARY2008
8695,CLINTON_PRIMARY2008
8696,CLINTON_PRIMARY2008
8697,CLINTON_PRIMARY2008
8698,OBAMA_PRIMARY2008
8699,CLINTON_PRIMARY2008
8700,CLINTON_PRIMARY2008
8701,CLINTON_PRIMARY2008
8702,CLINTON_PRIMARY2008
8703,CLINTON_PRIMARY2008
8704,OBAMA_PRIMARY2008
8705,CLINTON_PRIMARY2008
8706,OBAMA_PRIMARY2008
8707,CLINTON_PRIMARY2008
8708,RICHARDSON_PRIMARY2008
8709,CLINTON_PRIMARY2008
8710,CLINTON_PRIMARY2008
8711,CLINTON_PRIMARY2008
8712,RICHARDSON_PRIMARY2008
8713,CLINTON_PRIMARY2008
8714,OBAMA_PRIMARY2008
8715,PAUL_PRIMARY2012
8716,MCCAIN_PRIMARY2008
8717,CLINTON_PRIMARY2008
8718,CLINTON_PRIMARY2008
8719,CLINTON_PRIMARY2008
8720,CLINTON_PRIMARY2008
8721,OBAMA_PRIMARY2008
8722,CLINTON_PRIMARY2008
8723,GINGRICH_PRIMARY2012
8724,CLINTON_PRIMARY2008
8725,CLINTON_PRIMARY2008
8726,MCCAIN_PRIMARY2008
8727,RICHARDSON_PRIMARY2008
8728,MCCAIN_PRIMARY2008
8729,MCCAIN_PRIMARY2008
8730,OBAMA_PRIMARY2008
8731,CLINTON_PRIMARY2008
8732,CLINTON_PRIMARY2008
8733,CLINTON_PRIMARY2008
8734,CLINTON_PRIMARY2008
8735,OBAMA_PRIMARY2008
8736,CLINTON_PRIMARY2008
8737,CLINTON_PRIMARY2008
8738,CLINTON_PRIMARY2008
8739,MCCAIN_PRIMARY2008
8740,CLINTON_PRIMARY2008
8741,MCCAIN_PRIMARY2008
8742,CLINTON_PRIMARY2008
8743,CLINTON_PRIMARY2008
8744,CLINTON_PRIMARY2008
8745,CLINTON_PRIMARY2008
8746,CLINTON_PRIMARY2008
8747,OBAMA_PRIMARY2008
8748,CLINTON_PRIMARY2008
8749,CLINTON_PRIMARY2008
8750,CLINTON_PRIMARY2008
8751,CLINTON_PRIMARY2008
8752,CLINTON_PRIMARY2008
8753,CLINTON_PRIMARY2008
8754,CLINTON_PRIMARY2008
8755,OBAMA_PRIMARY2008
8756,CLINTON_PRIMARY2008
8757,CLINTON_PRIMARY2008
8758,CLINTON_PRIMARY2008
8759,OBAMA_PRIMARY2008
8760,CLINTON_PRIMARY2008
8761,CLINTON_PRIMARY2008
8762,CLINTON_PRIMARY2008
8763,CLINTON_PRIMARY2008
8764,CLINTON_PRIMARY2008
8765,CLINTON_PRIMARY2008
8766,CLINTON_PRIMARY2008
8767,OBAMA_PRIMARY2008
8768,MCCAIN_PRIMARY2008
8769,CLINTON_PRIMARY2008
8770,CLINTON_PRIMARY2008
8771,OBAMA_PRIMARY2008
8772,MCCAIN_PRIMARY2008
8773,OBAMA_PRIMARY2008
8774,CLINTON_PRIMARY2008
8775,MCCAIN_PRIMARY2008
8776,MCCAIN_PRIMARY2008
8777,MCCAIN_PRIMARY2008
8778,CLINTON_PRIMARY2008
8779,CLINTON_PRIMARY2008
8780,MCCAIN_PRIMARY2008
8781,GINGRICH_PRIMARY2012
8782,OBAMA_PRIMARY2008
8783,CLINTON_PRIMARY2008
8784,CLINTON_PRIMARY2008
8785,CLINTON_PRIMARY2008
8786,MCCAIN_PRIMARY2008
8787,CLINTON_PRIMARY2008
8788,CLINTON_PRIMARY2008
8789,CLINTON_PRIMARY2008
8790,CLINTON_PRIMARY2008
8791,CLINTON_PRIMARY2008
8792,RICHARDSON_PRIMARY2008
8793,CLINTON_PRIMARY2008
8794,MCCAIN_PRIMARY2008
8795,OBAMA_PRIMARY2008
8796,CLINTON_PRIMARY2008
8797,CLINTON_PRIMARY2008
8798,OBAMA_PRIMARY2008
8799,RICHARDSON_PRIMARY2008
8800,CLINTON_PRIMARY2008
8801,CLINTON_PRIMARY2008
8802,CLINTON_PRIMARY2008
8803,CLINTON_PRIMARY2008
8804,CLINTON_PRIMARY2008
8805,CLINTON_PRIMARY2008
8806,GIULIANI_PRIMARY2008
8807,MCCAIN_PRIMARY2008
8808,CLINTON_PRIMARY2008
8809,CLINTON_PRIMARY2008
8810,OBAMA_PRIMARY2008
8811,CLINTON_PRIMARY2008
8812,CLINTON_PRIMARY2008
8813,CLINTON_PRIMARY2008
8814,CLINTON_PRIMARY2008
8815,CLINTON_PRIMARY2008
8816,CLINTON_PRIMARY2008
8817,CLINTON_PRIMARY2008
8818,CLINTON_PRIMARY2008
8819,CLINTON_PRIMARY2008
8820,CLINTON_PRIMARY2008
8821,CLINTON_PRIMARY2008
8822,CLINTON_PRIMARY2008
8823,CLINTON_PRIMARY2008
8824,CLINTON_PRIMARY2008
8825,CLINTON_PRIMARY2008
8826,CLINTON_PRIMARY2008
8827,CLINTON_PRIMARY2008
8828,CLINTON_PRIMARY2008
8829,CLINTON_PRIMARY2008
8830,MCCAIN_PRIMARY2008
8831,CLINTON_PRIMARY2008
8832,MCCAIN_PRIMARY2008
8833,GIULIANI_PRIMARY2008
8834,CLINTON_PRIMARY2008
8835,OBAMA_PRIMARY2008
8836,MCCAIN_PRIMARY2008
8837,CLINTON_PRIMARY2008
8838,CLINTON_PRIMARY2008
8839,CLINTON_PRIMARY2008
8840,CLINTON_PRIMARY2008
8841,RICHARDSON_PRIMARY2008
8842,CLINTON_PRIMARY2008
8843,RICHARDSON_PRIMARY2008
8844,CLINTON_PRIMARY2008
8845,CLINTON_PRIMARY2008
8846,RICHARDSON_PRIMARY2008
8847,CLINTON_PRIMARY2008
8848,CLINTON_PRIMARY2008
8849,MCCAIN_PRIMARY2008
8850,CLINTON_PRIMARY2008
8851,OBAMA_PRIMARY2008
8852,CLINTON_PRIMARY2008
8853,RICHARDSON_PRIMARY2008
8854,CLINTON_PRIMARY2008
8855,CLINTON_PRIMARY2008
8856,CLINTON_PRIMARY2008
8857,CLINTON_PRIMARY2008
8858,MCCAIN_PRIMARY2008
8859,CLINTON_PRIMARY2008
8860,CLINTON_PRIMARY2008
8861,MCCAIN_PRIMARY2008
8862,OBAMA_PRIMARY2008
8863,OBAMA_PRIMARY2008
8864,CLINTON_PRIMARY2008
8865,CLINTON_PRIMARY2008
8866,CLINTON_PRIMARY2008
8867,CLINTON_PRIMARY2008
8868,CLINTON_PRIMARY2008
8869,CLINTON_PRIMARY2008
8870,CLINTON_PRIMARY2008
8871,OBAMA_PRIMARY2008
8872,CLINTON_PRIMARY2008
8873,EDWARDS_PRIMARY2008
8874,CLINTON_PRIMARY2008
8875,CLINTON_PRIMARY2008
8876,OBAMA_PRIMARY2008
8877,CLINTON_PRIMARY2008
8878,CLINTON_PRIMARY2008
8879,CLINTON_PRIMARY2008
8880,CLINTON_PRIMARY2008
8881,CLINTON_PRIMARY2008
8882,CLINTON_PRIMARY2008
8883,CLINTON_PRIMARY2008
8884,CLINTON_PRIMARY2008
8885,CLINTON_PRIMARY2008
8886,OBAMA_PRIMARY2008
8887,CLINTON_PRIMARY2008
8888,OBAMA_PRIMARY2008
8889,CLINTON_PRIMARY2008
8890,RICHARDSON_PRIMARY2008
8891,CLINTON_PRIMARY2008
8892,CLINTON_PRIMARY2008
8893,CLINTON_PRIMARY2008
8894,OBAMA_PRIMARY2008
8895,CLINTON_PRIMARY2008
8896,CLINTON_PRIMARY2008
8897,CLINTON_PRIMARY2008
8898,MCCAIN_PRIMARY2008
8899,OBAMA_PRIMARY2008
8900,CLINTON_PRIMARY2008
8901,CLINTON_PRIMARY2008
8902,OBAMA_PRIMARY2008
8903,CLINTON_PRIMARY2008
8904,OBAMA_PRIMARY2008
8905,OBAMA_PRIMARY2008
8906,CLINTON_PRIMARY2008
8907,CLINTON_PRIMARY2008
8908,CLINTON_PRIMARY2008
8909,CLINTON_PRIMARY2008
8910,CLINTON_PRIMARY2008
8911,CLINTON_PRIMARY2008
8912,OBAMA_PRIMARY2008
8913,MCCAIN_PRIMARY2008
8914,CLINTON_PRIMARY2008
8915,CLINTON_PRIMARY2008
8916,OBAMA_PRIMARY2008
8917,MCCAIN_PRIMARY2008
8918,OBAMA_PRIMARY2008
8919,CLINTON_PRIMARY2008
8920,CLINTON_PRIMARY2008
8921,OBAMA_PRIMARY2008
8922,CLINTON_PRIMARY2008
8923,OBAMA_PRIMARY2008
8924,OBAMA_PRIMARY2008
8925,CLINTON_PRIMARY2008
8926,CLINTON_PRIMARY2008
8927,CLINTON_PRIMARY2008
8928,CLINTON_PRIMARY2008
8929,CLINTON_PRIMARY2008
8930,CLINTON_PRIMARY2008
8931,CLINTON_PRIMARY2008
8932,CLINTON_PRIMARY2008
8933,MCCAIN_PRIMARY2008
8934,CLINTON_PRIMARY2008
8935,CLINTON_PRIMARY2008
8936,CLINTON_PRIMARY2008
8937,CLINTON_PRIMARY2008
8938,CLINTON_PRIMARY2008
8939,RICHARDSON_PRIMARY2008
8940,OBAMA_PRIMARY2008
8941,RICHARDSON_PRIMARY2008
8942,CLINTON_PRIMARY2008
8943,CLINTON_PRIMARY2008
8944,CLINTON_PRIMARY2008
8945,CLINTON_PRIMARY2008
8946,RICHARDSON_PRIMARY2008
8947,CLINTON_PRIMARY2008
8948,CLINTON_PRIMARY2008
8949,CLINTON_PRIMARY2008
8950,CLINTON_PRIMARY2008
8951,CLINTON_PRIMARY2008
8952,CLINTON_PRIMARY2008
8953,OBAMA_PRIMARY2008
8954,MCCAIN_PRIMARY2008
8955,CLINTON_PRIMARY2008
8956,MCCAIN_PRIMARY2008
8957,CLINTON_PRIMARY2008
8958,CLINTON_PRIMARY2008
8959,GIULIANI_PRIMARY2008
8960,OBAMA_PRIMARY2008
8961,CLINTON_PRIMARY2008
8962,CLINTON_PRIMARY2008
8963,MCCAIN_PRIMARY2008
8964,MCCAIN_PRIMARY2008
8965,CLINTON_PRIMARY2008
8966,CLINTON_PRIMARY2008
8967,CLINTON_PRIMARY2008
8968,OBAMA_PRIMARY2008
8969,OBAMA_PRIMARY2008
8970,CLINTON_PRIMARY2008
8971,CLINTON_PRIMARY2008
8972,ROMNEY_PRIMARY2012
8973,CLINTON_PRIMARY2008
8974,CLINTON_PRIMARY2008
8975,CLINTON_PRIMARY2008
8976,CLINTON_PRIMARY2008
8977,OBAMA_PRIMARY2008
8978,OBAMA_PRIMARY2008
8979,CLINTON_PRIMARY2008
8980,CLINTON_PRIMARY2008
8981,CLINTON_PRIMARY2008
8982,GINGRICH_PRIMARY2012
8983,CLINTON_PRIMARY2008
8984,CLINTON_PRIMARY2008
8985,CLINTON_PRIMARY2008
8986,CLINTON_PRIMARY2008
8987,MCCAIN_PRIMARY2008
8988,CLINTON_PRIMARY2008
8989,MCCAIN_PRIMARY2008
8990,MCCAIN_PRIMARY2008
8991,MCCAIN_PRIMARY2008
8992,CLINTON_PRIMARY2008
8993,OBAMA_PRIMARY2008
8994,CLINTON_PRIMARY2008
8995,CLINTON_PRIMARY2008
8996,MCCAIN_PRIMARY2008
8997,CLINTON_PRIMARY2008
8998,OBAMA_PRIMARY2008
8999,CLINTON_PRIMARY2008
9000,RICHARDSON_PRIMARY2008
9001,MCCAIN_PRIMARY2008
9002,RICHARDSON_PRIMARY2008
9003,CLINTON_PRIMARY2008
9004,CLINTON_PRIMARY2008
9005,OBAMA_PRIMARY2008
9006,CLINTON_PRIMARY2008
9007,GINGRICH_PRIMARY2012
9008,CLINTON_PRIMARY2008
9009,CLINTON_PRIMARY2008
9010,CLINTON_PRIMARY2008
9011,OBAMA_PRIMARY2008
9012,GIULIANI_PRIMARY2008
9013,CLINTON_PRIMARY2008
9014,CLINTON_PRIMARY2008
9015,MCCAIN_PRIMARY2008
9016,CLINTON_PRIMARY2008
9017,CLINTON_PRIMARY2008
9018,CLINTON_PRIMARY2008
9019,EDWARDS_PRIMARY2008
9020,CLINTON_PRIMARY2008
9021,CLINTON_PRIMARY2008
9022,CLINTON_PRIMARY2008
9023,CLINTON_PRIMARY2008
9024,CLINTON_PRIMARY2008
9025,RICHARDSON_PRIMARY2008
9026,MCCAIN_PRIMARY2008
9027,OBAMA_PRIMARY2008
9028,MCCAIN_PRIMARY2008
9029,CLINTON_PRIMARY2008
9030,CLINTON_PRIMARY2008
9031,OBAMA_PRIMARY2008
9032,CLINTON_PRIMARY2008
9033,OBAMA_PRIMARY2008
9034,OBAMA_PRIMARY2008
9035,CLINTON_PRIMARY2008
9036,CLINTON_PRIMARY2008
9037,CLINTON_PRIMARY2008
9038,CLINTON_PRIMARY2008
9039,CLINTON_PRIMARY2008
9040,CLINTON_PRIMARY2008
9041,CLINTON_PRIMARY2008
9042,OBAMA_PRIMARY2008
9043,CLINTON_PRIMARY2008
9044,CLINTON_PRIMARY2008
9045,MCCAIN_PRIMARY2008
9046,CLINTON_PRIMARY2008
9047,OBAMA_PRIMARY2008
9048,MCCAIN_PRIMARY2008
9049,MCCAIN_PRIMARY2008
9050,OBAMA_PRIMARY2008
9051,MCCAIN_PRIMARY2008
